"season","main_character_script"
"7","Series 07 Episode 01 – The Hofstadter Insufficiency"
"7","Scene: On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone."
"7","Leonard: Sheldon, it’s not a great time, what do you want?"
"7","Sheldon (in the apartment): Hello to you, too. I’m sorry, but this is important."
"7","(in the apartment)"
"7","Leonard: What is it?"
"7","Sheldon: Back to the Future II was in the Back to the Future III case, and Back to the Future III was, get this, in the Back to the Future II case."
"7","Leonard: So?"
"7","Sheldon: So, did you do that, or am I in the house with an intruder?"
"7","Leonard: Sheldon, I got to go inside. It’s getting rough out here."
"7","Sheldon: You’re dodging the question, I knew it was you. What was that?"
"7","Leonard: What was what?"
"7","Sheldon: This isn’t a very good connection, but it sounded like someone just released a kraken."
"7","Leonard: Okay, I’m hanging up now. You know there’s no such thing as a k… (Leonard is attacked and dragged into the sea by a huge tentacle. Sheldon wakes up in bed.)"
"7","(Leonard is attacked and dragged into the sea by a huge tentacle. Sheldon wakes up in bed.)"
"7","Sheldon: No!"
"7","Scene: Penny’s apartment door."
"7","Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny."
"7","(Knock, knock, knock)"
"7","Penny: What’s the matter?"
"7","Sheldon: Um, well, I was worried that you might be missing Leonard. And that might be causing you to have bad dreams, like the kind you’d get if you watched Clash of the Titans right before you went to bed."
"7","Penny: Sweetie, did you have a bad dream?"
"7","Sheldon: To be honest, I did."
"7","Penny: Aw."
"7","Sheldon: Back to the Future II was in the Back to the Future III case. Leonard did it."
"7","Penny: Good night."
"7","Sheldon: No, wait. Perhaps I should sleep here so you don’t miss Leonard as much, uh, ’cause you’re being kind of a baby about it."
"7","Penny: You know what? That would make me feel better. Thank you."
"7","Sheldon: You’re welcome. Good night."
"7","Credits sequence."
"7","Scene: The cafeteria."
"7","Raj: I think you’d be pleased to hear that this morning in the parking garage I saw this oil stain on the ground that was shaped just like my ex-girlfriend, Lucy, and I didn’t get upset at all."
"7","Howard: I’m proud of you."
"7","Raj: Well, you should be, ’cause she was looking good."
"7","Sheldon: Dear Lord, you’re an astronomer. Although you may have earthly woes, get your mind back on the stars. Gee, even the lowly dung beetle chooses to plot its course by using the Milky Way."
"7","Raj: Is that true?"
"7","Sheldon: Everything I say is true. Now, of course, the dung beetle also enjoys eating faeces, living in faeces and making little balls out of faeces, so, you know, pick and choose which aspects of its lifestyle you want to embrace."
"7","Howard: Come on, you can talk to girls now. It shouldn’t be hard for you to meet someone new."
"7","Raj: How can I meet someone new when everywhere I look, I see Lucy’s face? Tell me you don’t see her smile in the crust of this chicken pot pie."
"7","Howard: Oh, will you stop it. Now, listen to me, there’s a welcome party for incoming post-docs tonight. Go to it and meet someone who isn’t made of grease or pie."
"7","Raj: You think you’re so cool because your wife is a person?"
"7","Howard: Look, Bernie’s at a neuroscience conference with Amy, I’ll go with you."
"7","Raj: You would do that for me?"
"7","Howard: Of course. You’re my friend. I want you to be happy."
"7","Raj: Thanks. Oh, Sheldon, since Amy’s out of town, would you like to join us?"
"7","Sheldon: I want you to be happy, too, but not enough to do anything about it."
