"season","main_character_script"
"10","Series 10 Episode 01 – The Conjugal Conjecture"
"10","Following a “previously on” sequence."
"10","Sceme: Leonard and Penny’s bedroom."
"10","Sheldon: Leonard? Leonard?"
"10","Leonard: What?"
"10","Sheldon: You realize you and I could become brothers."
"10","Leonard: We’re not gonna be brothers. We’re not gonna be stepbrothers. Go to sleep."
"10","Sheldon: I hope you’re right. ‘Cause a grown man living with his brother and his brother’s wife is weird."
"10","Leonard: Go to sleep."
"10","Sheldon: Okay. Do you think your father’s doing unspeakable things to my mother?"
"10","Leonard: No."
"10","Sheldon: Are you saying that because the things are unspeakable?"
"10","Penny: Your parents are old. Anything unspeakable was finished by 9:30. Go to sleep."
"10","Sheldon: Very well."
"10","Leonard: I’m sorry if this stuff is gonna make the ceremony awkward."
"10","Penny: God, I thought my brother fresh out of jail was gonna make everyone uncomfortable, but now this."
"10","Sheldon: Hey, if you want me to sleep you’re gonna have to stop talking."
"10","Credits sequence."
"10","Scene: The apartment."
"10","Penny: Okay, I’m gonna go pick up my family. Like an hour and half, two hours, depending on traffic."
"10","Leonard: Yeah, drive safe."
"10","Penny: Oh, hey, and do yourself a favour, all right? When Beverly gets here, do not bring up last night. All right? As far as you’re concerned, you don’t know anything, you didn’t see anything. I want you just to play dumb."
"10","Sheldon: It was nice of her to show us playing dumb with an example."
"10","Penny: What? Oh. Hi. Okay, hey there, I got, I’m sorry, I got to go now."
"10","Beverley: Penny, wait."
"10","Penny: Why?"
"10","Beverley: I wanted to thank you for going through all the trouble of planning a second wedding ceremony for me, but unfortunately I cannot attend."
"10","Leonard: Well, why? What’s wrong?"
"10","Sheldon: Whuh, are we still doing the dumb thing? Okay, why, what’s wrong?"
"10","Beverley: I just cannot stay here while your father goes out of his way to humiliate me."
"10","Sheldon: Oh, golly, however did he humiliate you?"
"10","Beverley: Stop it, Sheldon."
"10","Sheldon: Do I say stop what, or just throw in the towel?"
"10","Beverley: I don’t see why I should have to watch your father parade around with some bible-thumping bumpkin."
"10","Sheldon: Oh, excuse me, that is my mother you’re talking about, however accurately."
"10","Penny: Okay, Beverley, aren’t you overreacting a little? All we know is they shared a cab and had a nightcap."
"10","Sheldon: And turned their phones off."
"10","Leonard: Not helping, buddy. Mother, Penny and I really want you to be part of this. Please stay."
"10","Penny: Yeah, plus if you leave, Alfred will know he got under your skin."
"10","Beverley: Well, we can’t have that."
"10","Sheldon: You know, also, if they did have coitus, we’ll all be needing a skilled psychiatrist."
"10","Scene: Howard and Bernadette’s kitchen."
"10","Raj: It is funny when you think about it."
"10","Howard: Maybe to you. You didn’t get a $500 traffic ticket."
"10","Bernadette: Because you were driving like a lunatic."
"10","Howard: Hey, if thinking secret government agents are chasing you makes you a lunatic, then, yeah, okay."
"10","Raj (doorbell rings): Oh, I’ll get it."
"10","(doorbell rings)"
"10","Bernadette: It didn’t help that you couldn’t walk a straight line when the cop pulled you over."
"10","Howard: I have performance anxiety. You of all people should know that."
"10","Raj: Hello."
"10","Air Force Officer: I’m looking for Howard Wolowitz."
"10","Raj: Howard Wolowitz?"
"10","Air Force Officer: I have the right address, don’t I?"
"10","Raj: Address?"
"10","Air Force Officer: Is he here?"
"10","Raj: Um, no."
"10","Air Force Officer: Do you know where I can find him?"
"10","Raj: May I ask what this is about?"
"10","Air Force Officer: No, you may not."
"10","Raj: Very well."
"10","Air Force Officer: Have him call me."
"10","Raj: Okay."
"10","Howard (off): Raj, who’s at the door?"
"10","(off)"
"10","Raj: That’s not him."
"10","Scene: Penny’s car."
"10","Penny: Oh, I can’t wait for you to meet everyone. I told them all about you."
"10","Susan (Penny’s mother): Like what? Do they know about your brother?"
"10","Penny: Uh, not everything, just, like, the jail and drugs part."
"10","Susan: Why would you do that?"
"10","Penny: What?"
"10","Susan: The world doesn’t need to know our problems."
"10","Penny: Well, Mom, I’m sorry, but…"
"10","Wyatt (Penny’s father): Hey, look, they got Walgreens here, too."
"10","Susan: You really think it’s helpful to change the subject, Wyatt?"
"10","Wyatt: Just trying to make this a happy trip, dear."
"10","Susan: Well, quit it."
"10","Penny: So, uh, Randall, can’t believe after all these years you finally get to visit me in California."
"10","Randall (Penny’s brother): Well, good thing I was a non-violent offender, otherwise I couldn’t have left the state."
"10","Susan: All right, that’s enough jail talk."
"10","Randall: Penny knows where I was, she sent me cigarettes."
"10","Susan: You sent your brother cigarettes?"
"10","Wyatt: He was cooking and selling crystal meth, Susan, I think we can let the cigarettes slide."
