"season","main_character_script"
"2","Series 02 Episode 01 – The Bad Fish Paradigm"
"2","Scene: The stairwell."
"2","(They kiss. Camera cuts away to a wall mounted security cam above the lift. Leonard spots its movement and shuffles Penny away.)"
"2","(He throws the camera a dirty look.)"
"2","Cut to inside the apartment."
"2"," "
"2","Credits sequence"
"2","Scene: The laundry room. Sheldon is folding shirts."
"2","(entering)"
"2","(tipping all her laundry into one machine at once)"
"2","(Long pause.)"
"2","(In a gravelly voice)"
"2","(arriving)"
"2","(looking the other way uncomfortably)"
"2","(she leaves)"
"2","(Runs away.)"
"2","(chasing him)"
"2","(His eye begins to twitch.)"
"2","(He leaves)"
"2","Scene: The Cheesecake Factory"
"2","(appearing behind her)"
"2","(leads her away)"
"2","Scene: The apartment."
"2","(runs out.)"
"2","(Sheldon drops keys in bowl and leaves without a word.)"
"2","Scene: Raj’s apartment."
"2","(referring to Bollywood singing on television)"
"2","Scene: Howard’s house. The door rings."
"2","(Howard opens door. Outside are Raj and Sheldon.)"
"2","Scene: Howard’s bedroom. Howard is in bed, Sheldon is on a blow up mattress on the floor."
"2","(off)"
"2","(To Sheldon)"
"2","Scene: Sheldon and Leonard’s apartment. There is an urgent rapping at the door."
"2","(Opens the door. Sheldon falls inside, wearing his pyjamas. Howard is outside.)"
"2","S"
"2","Scene: The hallway. Leonard is outside Penny’s door."
"2","(opening door)"
"2","(Hands her a brochure.)"
"2","(She slams the door in his face.)"
"2","(Looking up and seeing the camera)"
"2","Series 02 Episode 02 – The Codpiece Topology"
"2","Scene: The building entrance lobby. The guys enter. Sheldon is dressed as a medieval monk, Howard is a court jester, Raj is a medieval gentleman and Leonard is a knight."
"2","Sheldon: Worst Renaissance Fair ever."
"2","Leonard: Please let it go, Sheldon."
"2","Sheldon: It was rife with historical inaccuracies. For example, the tavern girl serving flagons of mead, now her costume was obviously Germanic, but in 1487 the Bavarian purity laws or Rhineheitsgebot severely limited the availability of mead. At best they would have had some sort of spiced wine."
"2","Leonard: You’re nitpicking."
"2","Sheldon: Oh-ho! Really? Well here’s another nit for you. The flagons would not have been made of polypropylene."
"2","Howard: Renaissance fairs aren’t about historical accuracy. They’re about taking chubby girls who work at Kinko’s and lacing them up in corsets so tight their bosom jumps out and says howdy."
"2","Sheldon: Bosoms would not have said howdy in the fifteenth century. If anything they would have said “huzzah!”"
"2","Howard: I don’t care what the bosoms say, Sheldon, I just want to be part of the conversation."
"2","Penny (arriving with a man in tow): Hi guys. Looks like you’ve been to the Renaissance fair. I’m hoping."
"2","(arriving with a man in tow)"
"2","Sheldon: Renaissance fair? More of a medieval slash age of enlightenment slash any excuse to wear a codpiece fair."
"2","Penny: Okay, fine, whatever, um, you guys, this is my friend Eric."
"2","Howard: Hello."
"2","Leonard: Hi."
"2","Eric: Hey."
"2","Leonard: So, yeah, good to see you."
"2","Penny: Yeah, yeah, it’s good to see you too. We should really go."
"2","Eric: Yeah."
"2","Penny(leaving): Bye guys."
"2","(leaving)"
"2","Eric (leaving, to Howard): Like your hat."
"2","(leaving, to Howard)"
"2","Howard: Thanks, my mom made it. Penny with a new guy, tres awkward."
"2","Leonard: It wasn’t awkward. It wasn’t fun. Besides, what’s the big deal, we dated, we stopped dating, and now we’re both moving on."
"2","Raj: By moving on, do you mean, she’s going out with other men and you spent the afternoon making fifteenth century soap with Wolowitz?"
"2","Sheldon: That was not fifteenth century soap, my God those people need to learn you can’t just put “ye olde” in front of anything and expect to get away with it."
"2","Leonard: Can we please just go in, my chain mail is stuck in my underwear."
"2","Sheldon: You’re wearing modern underwear?"
"2","Leonard: Relatively modern. Why, what are you wearing?"
"2","Sheldon: I fashioned historically accurate undergarments out of linen."
"2","Leonard: You went out and bought linen?"
"2","Sheldon: Don’t be silly, I borrowed one of your pillow cases."
"2","Leonard: Borrowed?"
"2","Credits sequence"
"2","Scene: The apartment."
"2","Leonard: You know what, I’m happy that Penny’s moving on. It gives me the freedom to move on myself."
"2","Howard: Are you saying that you’ve been holding back?"
