"season","main_character_script"
"5","Series 05 Episode 01 – The Skank Reflex Analysis"
"5","Scene: The Cafeteria"
"5","(Mimes doing so)"
"5","(Leonard spits out food)"
"5","Credits sequence."
"5","Scene: Penny’s apartment. Penny has a bottle of wine. She can’t find a glass. Finds a measuring jug and uses that instead. There is a knock on the door."
"5","Scene: Raj’s apartment. There is a knock on the door. He opens it."
"5","Scene: Penny’s apartment."
"5","(Opens door. Sees Leonard and Sheldon. Slams it shut again.)"
"5","Scene: The apartment."
"5","(Showing laptop screen)"
"5","Scene: Amy’s apartment. Amy is brushing Penny’s hair."
"5","(There is a knock on the door)"
"5","(She hugs him.)"
"5","Scene: A shed on the paintball range."
"5","(Walks outside)"
"5","(Gets hit by countless paintball pellets)"
"5","(Phone rings)"
"5","(to Leonard)"
"5","Scene: The apartment. Penny’s ad is on the television. She is at a stables."
"5","(on screen)"
"5","Series 05 Episode 02 – The Infestation Hypothesis"
"5","Scene: The apartment. Leonard is laying out wine and napkins in front of his laptop."
"5","(rolls eyes)"
"5","(Skype tone rings)"
"5","(on screen)"
"5","Scene: Penny’s apartment."
"5","(jumps up)"
"5","(Starts stripping off clothing)"
"5","(Runs out of apartment)."
"5","Credits sequence."
"5","Scene: Howard’s workshop."
"5","(entering)"
"5","Scene: Penny’s apartment door."
"5","(Knock, knock, knock)"
"5","(Sees insect. More appear and swarm all over him. He jumps out of a daydream on his own couch. Jumps up and runs out to Penny’s apartment."
"5","(at Penny’s door)"
"5","(Closes door)"
"5","(Penny tries to close door)"
"5","(Penny closes door). (Knock, knock, knock)"
"5","(Penny opens door and waves seat cushion at him. He screams and runs off. She closes door. He sneaks back) (Knock, knock, knock)"
"5","Scene: Leonard’s bedroom."
"5","(on laptop screen)"
"5","(computer screen bugs out)"
"5","(calling from outside)"
"5","(still off)"
"5","Scene: Amy’s apartment. Amy is playing a harp."
"5","(Amy plays glissando)"
"5","(Howard kisses device)"
"5","(She does. Something is moving in the seat cushion. They both run out of the apartment screaming.)"
"5","(between screams)"
"5","(also still screaming)"
"5","Scene: The street outside the apartment block."
"5","Series 05 Episode 03 – The Pulled Groin Extrapolation"
"5","Scene: The apartment."
"5","(Raj stands)"
"5","(Raj whispers to him)"
"5","Credits sequence."
"5","Scene: The apartment. Amy is staring into space."
"5","Scene: Raj’s car."
"5","(entering)"
"5","Scene: Outside Howard’s house. Amy rings the bell."
"5","(off)"
"5","Scene: The apartment. Sheldon is playing with his train set."
"5","Scene: Howard’s bedroom."
"5","Scene: The wedding."
"5","(They do the Birdie Song dance)"
"5","Scene: Howard’s bedroom. Howard is playing with a lightsabre."
"5","Scene: The stairwell. Amy is helping Leonard up the stairs."
"5","(Heads across corridor and knocks on Penny’s door)"
"5","(Sheldon hits him)"
"5","(in a similar voice)"
"5","Series 05 Episode 04 – The Wiggly Finger Catalyst"
"5","Scene: The apartment."
"5","Credits sequence."
"5","Scene: Penny’s apartment."
"5","Scene: The Cheesecake Factory."
"5","(signing)"
"5","Scene: A coffee shop."
"5","Scene: The same, later."
"5","(translating for Emily)"
"5","Scene: Outside the coffee shop."
"5","(She kisses Raj and gets into car)"
"5","(rolls dice)"
"5","(Rolls dice)"
"5","Scene: The gym."
"5","(translating)"
"5","Scene: Penny’s apartment. She answers the door."
"5","(Storms out)"
"5","Scene: Raj’s apartment."
"5","(Skype tone from computer)"
"5","(She signs)"
"5","(Again)"
"5","Series 05 Episode 05 – The Russian Rocket Reaction"
"5","Scene: The comic book store."
"5","(entering)"
"5","Credits sequence."
"5","Scene: The apartment."
"5","(arriving)"
"5","Scene: Bernadette’s car."
"5","Scene: Howard’s bedroom."
"5","(Exits)"
"5","(off)"
"5","Scene: The cafeteria."
"5","Scene: Penny’s apartment."
"5","Scene: Wil Wheaton’s party."
"5","(Rips open action figure packaging)"
