"season","main_character_script"
"1","Series 01 Episode 01 – Pilot Episode"
"1","Scene: A corridor at a sperm bank."
"1","Sheldon: So if a photon is directed through a plane with two slits in it and either slit is observed it will not go through both slits. If it’s unobserved it will, however, if it’s observed after it’s left the plane but before it hits its target, it will not have gone through both slits."
"1","Leonard: Agreed, what’s your point?"
"1","Sheldon: There’s no point, I just think it’s a good idea for a tee-shirt."
"1","Leonard: Excuse me?"
"1","Receptionist: Hang on."
"1","Leonard: One across is Aegean, eight down is Nabakov, twenty-six across is MCM, fourteen down is… move your finger… phylum, which makes fourteen across Port-au-Prince. See, Papa Doc’s capital idea, that’s Port-au-Prince. Haiti."
"1","Receptionist: Can I help you?"
"1","Leonard: Yes. Um, is this the High IQ sperm bank?"
"1","Receptionist: If you have to ask, maybe you shouldn’t be here."
"1","Sheldon: I think this is the place."
"1","Receptionist: Fill these out."
"1","Leonard: Thank-you. We’ll be right back."
"1","Receptionist: Oh, take your time. I’ll just finish my crossword puzzle. Oh wait."
"1","(They sit and begin to fill in forms)."
"1","Sheldon: Leonard, I don’t think I can do this."
"1","Leonard: What, are you kidding? You’re a semi-pro."
"1","Sheldon: No. We are committing genetic fraud. There’s no guarantee that our sperm is going to generate high IQ offspring, think about that. I have a sister with the same basic DNA mix who hostesses at Fuddruckers."
"1","Leonard: Sheldon, this was your idea. A little extra money to get fractional T1 bandwidth in the apartment."
"1","Sheldon: I know, and I do yearn for faster downloads, but there’s some poor woman is going to pin her hopes on my sperm, what if she winds up with a toddler who doesn’t know if he should use an integral or a differential to solve the area under a curve."
"1","Leonard: I’m sure she’ll still love him."
"1","Sheldon: I wouldn’t."
"1","Leonard: Well, what do you want to do?"
"1","Sheldon: I want to leave."
"1","Leonard: Okay."
"1","Sheldon: What’s the protocol for leaving?"
"1","Leonard: I don’t know, I’ve never reneged on a proffer of sperm before."
"1","Sheldon: Let’s try just walking out."
"1","Leonard: Okay. Receptionist: Bye."
"1","Receptionist: Bye."
"1","
Receptionist: Bye."
"1","Sheldon: Bye-bye"
"1","Leonard: See you."
"1","Scene: The stairs of the apartment building."
"1","Sheldon: Are you still mad about the sperm bank?"
"1","Leonard: No."
"1","Sheldon: You want to hear an interesting thing about stairs?"
"1","Leonard: Not really."
"1","Sheldon: If the height of a single step is off by as little as two millimetres, most people will trip."
"1","Leonard: I don’t care. Two millimetres? That doesn’t seem right."
"1","Sheldon: No, it’s true, I did a series of experiments when I was twelve, my father broke his clavicle."
